[449] systemd-udevd D /run/udev/queue
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000414.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000788.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000740.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000603.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000603.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000657.txt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000657.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000700.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000853.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000828.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000399.xls.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000399.xls.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000313.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000005.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000576.csv
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000214.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000522.gif
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000446.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000620.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000573.swf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000125.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000897.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000899.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000565.csv
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000276.doc
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000899.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000061.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000447.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000859.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000308.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000161.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000019.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000944.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000952.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000900.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000779.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000268.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000741.log
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000275.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000955.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000650.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000219.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000295.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000144.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000176.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000655.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000532.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000579.gz
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000052.xls.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000967.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000254.doc
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000052.xls.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000063.html.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000063.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000190.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000646.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000088.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000885.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000975.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000113.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000046.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000243.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000807.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000106.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000068.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000427.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000387.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000893.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000195.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000217.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000472.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000996.ps
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000411.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000058.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000909.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000141.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000510.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000133.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000613.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000339.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000339.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000356.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000911.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000259.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000518.ppt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000518.ppt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000051.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000704.xml
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000190.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000369.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000369.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000648.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000178.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000526.gif.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000526.gif.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000114.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000599.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000749.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000478.txt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000478.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000947.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000479.txt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000479.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000435.html
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000556.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000891.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000862.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000251.pdf
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000862.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000980.ps
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000941.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000073.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000797.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000490.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000552.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000140.pdf
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000372.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000367.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000691.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000335.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000445.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000813.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000817.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000329.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000732.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000454.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000777.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000788.doc
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000813.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000740.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000700.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000853.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000828.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000313.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000005.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000214.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000620.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000869.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000838.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000169.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000559.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000504.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000690.csv
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000964.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000649.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000874.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000105.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000818.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000283.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000179.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000115.wp
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000637.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000917.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000125.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000565.csv
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000308.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000019.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000779.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000268.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000955.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000219.txt
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000513.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000176.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000579.gz
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000589.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000800.html.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000800.html.nnvjxgy
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000188.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000760.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000837.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000254.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000524.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000113.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000807.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000420.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000106.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000520.gif
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000427.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000893.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000578.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000246.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000472.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000338.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000411.html
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000246.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000909.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000364.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000141.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000510.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000261.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000551.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000613.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000356.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000871.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000596.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000199.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000693.doc.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000693.doc.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000835.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000017.swf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000089.txt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000089.txt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000244.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000742.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000074.html.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000074.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000535.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000535.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000725.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000922.java
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000191.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000663.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000998.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000162.pdf
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000131.doc.nnvjxgy
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000366.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000911.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000653.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000259.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000051.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000905.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000681.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000704.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000436.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000648.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000178.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000306.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000498.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000114.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000599.html
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000436.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000749.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000531.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000947.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000390.xls
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000890.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000507.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000435.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000891.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000251.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000980.ps
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000941.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000073.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000797.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000490.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000552.html
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000590.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000705.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000658.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000296.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000737.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000958.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000794.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000763.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000924.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000938.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000304.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000032.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000715.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000343.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000935.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000547.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000009.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000695.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000662.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000554.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000656.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000233.gif
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000160.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000493.xml
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000829.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000953.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000317.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000368.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000413.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000247.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000751.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000326.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000834.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000310.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000099.ps
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000936.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000753.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000021.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000840.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000918.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000558.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000348.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000080.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000406.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000945.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000137.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000060.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000248.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000495.unk
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000439.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000841.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000256.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000750.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000463.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000597.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000140.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000367.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000329.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000454.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000869.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000838.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000169.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000559.ppt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000504.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000690.csv
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000964.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000649.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000874.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000105.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000818.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000283.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000179.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000115.wp
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000637.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000917.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000781.xls.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000781.xls.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000173.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000589.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000760.pdf
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000173.html.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000837.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000164.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000164.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000711.ppt.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000711.ppt.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000239.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000239.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000524.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000003.doc.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000386.xls
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000119.doc
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000003.doc.nnvjxgy
[4620] 3a08e3bfec2db5d D /home/capstone/project/test_files/checkpoints-000549.jpg.nnvjxgy
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000420.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000972.gif
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000520.gif
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000942.txt
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000578.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000338.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000364.pdf
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000261.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000784.html
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000539.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000253.doc
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000889.jpg
[4620] 3a08e3bfec2db5d O /home/capstone/project/test_files/000594.pdf.nnvjxgy
[4620] 3a08e3bfec2db5d C /home/capstone/project/test_files/checkpoints-000594.pdf.nnvjxgy
