[10444] sudo C /home/capstone/.sudo_as_admin_successful
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000018.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000908.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000752.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000819.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000345.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000359.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000664.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000192.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000508.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000843.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000789.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000033.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000852.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000355.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000325.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000468.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000585.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000129.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000872.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000600.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000469.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000943.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000913.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000926.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000677.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000171.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000577.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000228.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000492.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000444.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000832.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000931.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000360.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000603.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000267.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000341.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000657.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000899.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000399.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000990.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000567.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000799.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000548.gif
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000369.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000301.ppt
