Type,PID,Instance_No,Instance_ID,Started_By,Exit_Seen,PPID,Root_TGID,Relation,Label,Event_Count,Exec_Chain,Start_ns,End_ns
benign_python_fileops_001,2184,1,2184:1,F,1,2174,,benign,0,25,/usr/bin/python3,603534889796,603628897087
