Type,PID,Instance_No,Instance_ID,Started_By,Exit_Seen,PPID,Root_TGID,Relation,Label,Event_Count,Exec_Chain,Start_ns,End_ns
benign_bulk_delete_001,2296,1,2296:1,F,1,2174,,benign,0,20,/usr/bin/rm,1490963682308,1490970269456
